"","Date","Mo and Lettenmeier","Ford and Labosier","Pendergrass et al.","Noguera et al.","Christian et al.","Osman et al.","Alencar et al.","Ford  Modified","Multi-criteria","et0_anomaly","eta_anomaly","temperature_anomaly","precipitation_anomaly","swc","et0","eta","temperature","precipitation","swc_p20","swc_p40","swc_p50","spei","sesr","eddi","an_slope_prec","an_slope_et0","score_perc"
"1",2002-01-01,0,0,0,0,0,0,0,0,0,2.11119963135915,0.138494856711915,-1.32462438638961,-0.7979065768399,33.2844935530193,0.651552047489741,0.331181530159735,-4.66235612211647,0,35.0712508924009,35.3957514053586,35.930852692643,0,-1.36643461044283,94,0,0,70
"2",2002-01-02,0,0,0,0,0,0,0,0,0,2.11119963135915,0.138494856711915,-1.32462438638961,-0.7979065768399,33.2943246715791,0.596319414648451,0.251631104825859,-3.88182360687267,0,35.0712508924009,35.3957514053586,35.930852692643,0,-1.36643461044283,94,0,0,70
"3",2002-01-03,0,0,0,0,0,0,0,0,0,2.11119963135915,0.138494856711915,-1.32462438638961,-0.7979065768399,33.3696540215829,0.576780735257344,0.240246095901452,-3.52353493202379,0.383216471826991,35.0712508924009,35.3957514053586,35.930852692643,0,-1.36643461044283,94,0,0,70
"4",2002-01-04,0,0,0,0,0,0,0,0,0,2.11119963135915,0.138494856711915,-1.32462438638961,-0.7979065768399,33.3797149584987,0.547049136582592,0.211569698053767,-5.22771814145183,0.0265295676871247,35.0712508924009,35.3957514053586,35.930852692643,0,-1.36643461044283,94,0,0,70
"5",2002-01-05,0,0,0,0,0,0,0,0,0,2.11119963135915,0.138494856711915,-1.32462438638961,-0.7979065768399,33.42818109623,0.664144080414921,0.249668172252685,-3.87985069688153,0,35.0712508924009,35.3957514053586,35.930852692643,0,-1.36643461044283,94,0,0,70
"6",2002-01-06,0,0,0,0,0,0,0,0,0,1.89813246890058,0.439227898154055,-0.886757806824864,-0.595438496304762,33.4835928553853,0.612488516578942,0.23292868883825,-1.99263898348399,0,34.2428069096003,35.1920010197673,35.8943490464084,0,-2.0145183777028,94,0,0,70
"7",2002-01-07,0,0,0,0,0,0,0,0,0,1.89813246890058,0.439227898154055,-0.886757806824864,-0.595438496304762,33.5064725494882,0.759684473388288,0.33513838897829,-0.792164356168267,0,34.2428069096003,35.1920010197673,35.8943490464084,0,-2.0145183777028,94,0,0,70
"8",2002-01-08,0,0,0,0,0,0,0,0,0,1.89813246890058,0.439227898154055,-0.886757806824864,-0.595438496304762,33.4411530656543,0.658589758056428,0.267857107205614,-3.11353957449051,0,34.2428069096003,35.1920010197673,35.8943490464084,0,-2.0145183777028,94,0,0,70
"9",2002-01-09,0,0,0,0,0,0,0,0,0,1.89813246890058,0.439227898154055,-0.886757806824864,-0.595438496304762,33.3901589260077,0.680948838277509,0.268401761659176,-1.85712472846774,0,34.2428069096003,35.1920010197673,35.8943490464084,0,-2.0145183777028,94,0,0,70
"10",2002-01-10,0,0,0,0,0,0,0,0,0,1.89813246890058,0.439227898154055,-0.886757806824864,-0.595438496304762,33.4010880656015,0.656679351660661,0.249615245667956,-1.41153478651101,0,34.2428069096003,35.1920010197673,35.8943490464084,0,-2.0145183777028,94,0,0,70
"11",2002-01-11,0,0,0,0,0,0,0,0,0,1.55470909582377,-0.107303393627897,-1.04887163115173,-0.368782269605627,33.3601803982435,0.670358275848857,0.239490646080009,-2.81789079186025,0,33.7535460091944,34.9170166985201,35.8037811903041,0,-1.90613156907209,94,0,0,70
"12",2002-01-12,0,0,0,0,0,0,0,0,0,1.55470909582377,-0.107303393627897,-1.04887163115173,-0.368782269605627,33.3100799966477,0.598451140460328,0.280083475659481,-2.13793558387298,0,33.7535460091944,34.9170166985201,35.8037811903041,0,-1.90613156907209,94,0,0,70
"13",2002-01-13,0,0,0,0,0,0,0,0,0,1.55470909582377,-0.107303393627897,-1.04887163115173,-0.368782269605627,33.2379681036271,0.587407623401017,0.273672315892267,-1.98536387789168,0.405150366371462,33.7535460091944,34.9170166985201,35.8037811903041,0,-1.90613156907209,94,0,0,70
"14",2002-01-14,0,0,0,0,0,0,0,0,0,1.55470909582377,-0.107303393627897,-1.04887163115173,-0.368782269605627,33.1618216216911,0.527458584305312,0.240771897611281,-4.89992736688263,0.208998680873758,33.7535460091944,34.9170166985201,35.8037811903041,0,-1.90613156907209,94,0,0,70
"15",2002-01-15,0,0,0,0,0,0,0,0,0,1.55470909582377,-0.107303393627897,-1.04887163115173,-0.368782269605627,33.0943571665351,0.489618504071924,0.27941339630603,-4.64862795676147,0.419250727150051,33.7535460091944,34.9170166985201,35.8037811903041,0,-1.90613156907209,59,0,0,81
"16",2002-01-16,0,0,0,0,0,0,0,0,0,0.77808817954453,-0.622045960885862,-1.26522420648111,-0.583185808960237,33.0974980173997,0.424228131462182,0.180321005159491,-3.78326031189876,0.0393765630631719,33.2476301824901,35.1298854249671,35.3156661378961,0,-1.42106329417807,59,0,0,81
"17",2002-01-17,0,0,0,0,0,0,0,0,0,0.77808817954453,-0.622045960885862,-1.26522420648111,-0.583185808960237,33.1241314113163,0.535198224661596,0.227466731221034,-5.46726229620913,0,33.2476301824901,35.1298854249671,35.3156661378961,-0.965314410216039,-1.42106329417807,59,0,0,81
"18",2002-01-18,0,0,0,0,0,0,0,0,0,0.77808817954453,-0.622045960885862,-1.26522420648111,-0.583185808960237,33.1053629122475,0.550826746460147,0.244733107063005,-5.33129591598656,0,33.2476301824901,35.1298854249671,35.3156661378961,-0.965314410216039,-1.42106329417807,59,0,0,81
"19",2002-01-19,0,0,0,0,0,0,0,0,0,0.77808817954453,-0.622045960885862,-1.26522420648111,-0.583185808960237,33.1082484093833,0.571201622655591,0.250628976091133,-3.75436540098688,0.00658016836334232,33.2476301824901,35.1298854249671,35.3156661378961,-0.965314410216039,-1.42106329417807,59,0,0,81
