"","Date","Mo and Lettenmeier","Ford and Labosier","Pendergrass et al.","Noguera et al.","Christian et al.","Osman et al.","Alencar et al.","et0_anomaly","eta_anomaly","temperature_anomaly","precipitation_anomaly","swc","et0","eta","temperature","precipitation","swc_p20","swc_p40","swc_p50","spei","sesr","eddi","an_slope_prec","an_slope_et0"
"1",2004-01-01,0,0,0,0,0,0,0,-0.428816268667391,-0.0855009505104583,-1.249039413071,-0.511049859347818,20.5292212186012,0.360803889073296,1.33791003565958,8.29032640235809,2.12065839171527,18.318325109561,18.9713133413031,19.6164235100466,0,-0.33621655999199,50,0,0
"2",2004-01-02,0,0,0,0,0,0,0,-0.428816268667391,-0.0855009505104583,-1.249039413071,-0.511049859347818,20.1107528432778,0.441434999720329,1.30782253696897,8.32135256497075,1.08239736331878,18.318325109561,18.9713133413031,19.6164235100466,0,-0.33621655999199,50,0,0
"3",2004-01-03,0,0,0,0,0,0,0,-0.428816268667391,-0.0855009505104583,-1.249039413071,-0.511049859347818,20.9837578265191,0.218594916919332,2.51644608038451,8.68452196313164,4.41151917678357,18.318325109561,18.9713133413031,19.6164235100466,0,-0.33621655999199,50,0,0
"4",2004-01-04,0,0,0,0,0,0,0,-0.428816268667391,-0.0855009505104583,-1.249039413071,-0.511049859347818,20.5010649340092,0.435595110644233,1.79714929491792,8.01257874313312,0.399077040315308,18.318325109561,18.9713133413031,19.6164235100466,0,-0.33621655999199,50,0,0
"5",2004-01-05,0,0,0,0,0,0,0,-0.428816268667391,-0.0855009505104583,-1.249039413071,-0.511049859347818,20.0821481081917,0.465132753778293,1.46434916706174,7.81285008930842,2.52872127267345,18.318325109561,18.9713133413031,19.6164235100466,0,-0.33621655999199,50,0,0
"6",2004-01-06,0,0,0,0,0,0,0,-0.653040501988936,0.161353542993626,-0.999583753836847,-0.191523828895359,19.6019537255774,0.536697043931974,1.94280580384814,7.28032501756471,0.00237860487605022,18.1258309438373,18.4185424977408,19.641289240343,0,-0.33621655999199,50,0,0
"7",2004-01-07,0,0,0,0,0,0,0,-0.653040501988936,0.161353542993626,-0.999583753836847,-0.191523828895359,19.2368829912265,0.595685820088566,1.79185439349204,7.12846011635535,0.000792868292015872,18.1258309438373,18.4185424977408,19.641289240343,0,-0.33621655999199,50,0,0
"8",2004-01-08,0,0,0,0,0,0,0,-0.653040501988936,0.161353542993626,-0.999583753836847,-0.191523828895359,19.0184555684363,0.388230885420772,1.28749945943728,8.26086061985343,0.0227288910378222,18.1258309438373,18.4185424977408,19.641289240343,0,-0.33621655999199,24,0,0
"9",2004-01-09,0,0,0,0,0,0,0,-0.653040501988936,0.161353542993626,-0.999583753836847,-0.191523828895359,19.9904079499763,0.18431001308563,1.32049915391212,9.14704765747205,9.74791921620518,18.1258309438373,18.4185424977408,19.641289240343,0,-0.33621655999199,24,0,0
"10",2004-01-10,0,0,0,0,0,0,0,-0.653040501988936,0.161353542993626,-0.999583753836847,-0.191523828895359,20.3587459664984,0.463579645083027,1.61079991120584,9.83100217551126,1.17172719088604,18.1258309438373,18.4185424977408,19.641289240343,0,-0.33621655999199,24,0,0
"11",2004-01-11,0,0,0,0,0,0,0,0.188640078106349,-0.11577605887327,1.00290472272313,0.0767985283301172,19.6224863517702,0.635268040111167,2.67359564005679,8.38227996500194,0.00356790731407403,17.6939789730453,18.7617088619829,18.8906709190234,0,-0.33621655999199,24,0,0
"12",2004-01-12,0,0,0,0,0,0,0,0.188640078106349,-0.11577605887327,1.00290472272313,0.0767985283301172,19.3062326569165,0.29306874798627,0.878515044006353,10.1094393050165,3.44699489954467,17.6939789730453,18.7617088619829,18.8906709190234,0,-0.33621655999199,24,0,0
"13",2004-01-13,0,0,0,0,0,0,0,0.188640078106349,-0.11577605887327,1.00290472272313,0.0767985283301172,20.0190767494186,0.330418182693244,0.672821842722527,12.8136506080089,8.43241857503335,17.6939789730453,18.7617088619829,18.8906709190234,0,-0.33621655999199,24,0,0
"14",2004-01-14,0,0,0,0,0,0,0,0.188640078106349,-0.11577605887327,1.00290472272313,0.0767985283301172,20.1604667837632,0.448841394157305,0.552174102282061,13.1437617206258,4.45010543366174,17.6939789730453,18.7617088619829,18.8906709190234,0,-0.33621655999199,24,0,0
"15",2004-01-15,0,0,0,0,0,0,0,0.188640078106349,-0.11577605887327,1.00290472272313,0.0767985283301172,20.3618530877787,0.598789044438272,2.60746917556732,11.6117587578403,4.07719304698299,17.6939789730453,18.7617088619829,18.8906709190234,0,-0.33621655999199,94,0,0
"16",2004-01-16,0,0,0,0,0,0,0,1.32338460032363,0.134386162403829,0.533343093039815,-0.0075470788672697,19.6105063171429,0.65436304778662,1.68298187623221,8.9193773133412,0,17.7173621731672,18.5096624067109,19.7063824942127,0,-0.33621655999199,94,0,0
"17",2004-01-17,0,0,0,0,0,0,0,1.32338460032363,0.134386162403829,0.533343093039815,-0.0075470788672697,19.2336797734117,0.552942155456374,1.92710797844435,9.4841260487107,3.77471379357844,17.7173621731672,18.5096624067109,19.7063824942127,0.301840949395261,-0.33621655999199,94,0,0
"18",2004-01-18,0,0,0,0,0,0,0,1.32338460032363,0.134386162403829,0.533343093039815,-0.0075470788672697,20.4233869020007,0.672882775180091,1.80752107241685,11.7394921992399,8.09663885336408,17.7173621731672,18.5096624067109,19.7063824942127,0.301840949395261,-0.33621655999199,94,0,0
"19",2004-01-19,0,0,0,0,0,0,0,1.32338460032363,0.134386162403829,0.533343093039815,-0.0075470788672697,19.6913875669662,0.67510066730969,1.19969753520456,12.2626549903355,3.169623142054,17.7173621731672,18.5096624067109,19.7063824942127,0.301840949395261,-0.33621655999199,94,0,0
"20",2004-01-20,0,0,0,0,0,0,0,1.32338460032363,0.134386162403829,0.533343093039815,-0.0075470788672697,20.1036737319071,0.494297707171199,1.83058504009842,10.2148556820806,7.79468817882087,17.7173621731672,18.5096624067109,19.7063824942127,0.301840949395261,-0.33621655999199,94,0,0
"21",2004-01-21,0,0,0,0,0,0,0,1.66231536841925,2.2807151409017,-1.73380700181945,-0.999044495509093,21.0857482817418,0.551883875031305,2.35401719252584,8.60838992902477,9.36377452872286,19.4338463793221,19.6663264987337,19.7422610723006,0.301840949395261,-0.33621655999199,94,0,0
"22",2004-01-22,0,0,0,0,0,0,0,1.66231536841925,2.2807151409017,-1.73380700181945,-0.999044495509093,20.0595974547757,0.801767860813835,4.84839853454042,3.74004027995732,0.00237860487604848,19.4338463793221,19.6663264987337,19.7422610723006,0.301840949395261,-0.33621655999199,77,0,0
"23",2004-01-23,0,0,0,0,0,0,0,1.66231536841925,2.2807151409017,-1.73380700181945,-0.999044495509093,19.5274789113837,0.61287141903404,3.19427132909486,2.14108612416561,0,19.4338463793221,19.6663264987337,19.7422610723006,0.032721034161421,-0.33621655999199,77,0,0
