"","Date","Mo and Lettenmeier","Ford and Labosier","Pendergrass et al.","Noguera et al.","Christian et al.","Osman et al.","Alencar et al.","et0_anomaly","eta_anomaly","temperature_anomaly","precipitation_anomaly","swc","et0","eta","temperature","precipitation","swc_p20","swc_p40","swc_p50","spei","sesr","eddi","an_slope_prec","an_slope_et0"
"1",1998-01-01,0,0,0,0,0,0,0,-0.1479051548372,1.53573551860064,0.672393481298665,0.433289449238802,29.374,0.547874110485281,0.491258185210619,-1.494,0.2,23.62316,30.57608,38.2298,0,2.51996445482975,65,0,0
"2",1998-01-02,0,0,0,0,0,0,0,-0.1479051548372,1.53573551860064,0.672393481298665,0.433289449238802,29.374,0.565502747759888,0.48896298944773,-1.125,1.2,23.62316,30.57608,38.2298,0,2.51996445482975,65,0,0
"3",1998-01-03,0,0,0,0,0,0,0,-0.1479051548372,1.53573551860064,0.672393481298665,0.433289449238802,29.374,0.523490163287721,0.485940345132135,-0.156,3,23.62316,30.57608,38.2298,0,2.51996445482975,65,0,0
"4",1998-01-04,0,0,0,0,0,0,0,-0.1479051548372,1.53573551860064,0.672393481298665,0.433289449238802,29.374,0.67770572678626,0.569989614752247,-1.714,0.2,23.62316,30.57608,38.2298,0,2.51996445482975,65,0,0
"5",1998-01-05,0,0,0,0,0,0,0,-0.1479051548372,1.53573551860064,0.672393481298665,0.433289449238802,29.374,1.01275161419872,0.58918790065332,-3.18,0,23.62316,30.57608,38.2298,0,2.51996445482975,65,0,0
"6",1998-01-06,0,0,0,0,0,0,0,0.094895115244884,-0.55594767113333,-0.301321810683794,-0.618514671857369,29.374,0.887376270954045,0.356439889464037,-3.029,0.4,23.08548,31.03088,37.3938,0,-0.7285255592739,65,0,0
"7",1998-01-07,0,0,0,0,0,0,0,0.094895115244884,-0.55594767113333,-0.301321810683794,-0.618514671857369,29.374,0.804561627767999,0.14455905022687,-1.068,0,23.08548,31.03088,37.3938,0,-0.7285255592739,65,0,0
"8",1998-01-08,0,0,0,0,0,0,0,0.094895115244884,-0.55594767113333,-0.301321810683794,-0.618514671857369,29.374,0.754526871618771,0.194736582632323,-3.186,0,23.08548,31.03088,37.3938,0,-0.7285255592739,53,0,0
"9",1998-01-09,0,0,0,0,0,0,0,0.094895115244884,-0.55594767113333,-0.301321810683794,-0.618514671857369,29.374,0.86921661363358,0.021135800211,-3.621,0,23.08548,31.03088,37.3938,0,-0.7285255592739,53,0,0
"10",1998-01-10,0,0,0,0,0,0,0,0.094895115244884,-0.55594767113333,-0.301321810683794,-0.618514671857369,29.374,0.641230339416076,0,-2.718,0,23.08548,31.03088,37.3938,0,-0.7285255592739,53,0,0
"11",1998-01-11,0,0,0,0,0,0,0,-0.0618563651840252,-0.600545149806565,0.756592023713927,-0.399672505413548,29.374,0.999224041269333,0.139286352278936,-1.04,0,22.98556,31.50132,34.8286,0,-0.363850714040767,53,0,0
"12",1998-01-12,0,0,0,0,0,0,0,-0.0618563651840252,-0.600545149806565,0.756592023713927,-0.399672505413548,29.374,1.12083583261593,0.155717389889242,-0.613,0,22.98556,31.50132,34.8286,0,-0.363850714040767,53,0,0
"13",1998-01-13,0,0,0,0,0,0,0,-0.0618563651840252,-0.600545149806565,0.756592023713927,-0.399672505413548,29.374,1.13065233208936,0.0454252281922612,-1.056,0,22.98556,31.50132,34.8286,0,-0.363850714040767,53,0,0
"14",1998-01-14,0,0,0,0,0,0,0,-0.0618563651840252,-0.600545149806565,0.756592023713927,-0.399672505413548,29.374,0.40535607380535,0.0671830588661352,-0.785,0.4,22.98556,31.50132,34.8286,0,-0.363850714040767,53,0,0
"15",1998-01-15,0,0,0,0,0,0,0,-0.0618563651840252,-0.600545149806565,0.756592023713927,-0.399672505413548,29.374,0.392068956010323,0.200093985259238,1.039,0.8,22.98556,31.50132,34.8286,0,-0.363850714040767,16,0,0
"16",1998-01-16,0,0,0,0,0,0,0,-0.824522961438803,1.24501664282379,0.301256128870401,0.602786865347604,29.374,0.423956765329865,0.373367682456288,0.32,4.4,22.66436,30.60156,37.7196,0,1.66249662049242,16,0,0
"17",1998-01-17,0,0,0,0,0,0,0,-0.824522961438803,1.24501664282379,0.301256128870401,0.602786865347604,29.374,0.435130628965819,0.736304121351977,-2.034,0.2,22.66436,30.60156,37.7196,-0.231370208016959,1.66249662049242,16,0,0
"18",1998-01-18,0,0,0,0,0,0,0,-0.824522961438803,1.24501664282379,0.301256128870401,0.602786865347604,29.374,0.987380557661759,0.253734710332864,-3.5,0,22.66436,30.60156,37.7196,-0.231370208016959,1.66249662049242,16,0,0
