"","Date","Mo and Lettenmeier","Ford and Labosier","Pendergrass et al.","Noguera et al.","Christian et al.","Osman et al.","Alencar et al.","Ford  Modified","Multi-criteria","et0_anomaly","eta_anomaly","temperature_anomaly","precipitation_anomaly","swc","et0","eta","temperature","precipitation","swc_p20","swc_p40","swc_p50","spei","sesr","eddi","an_slope_prec","an_slope_et0","score_perc"
"1504",2008-02-12,0,0,0,0,0,0,0,0,0,1.20250131194378,0.225284145543461,0.3049977238996,-0.808481177614397,28.745,0.621067670460363,0.678621886272511,0.319,0,14.2228,20.5796,20.6894,-0.959276420657377,1.28425143298599,85,0,0,70
"1505",2008-02-13,0,0,0,0,0,0,0,0,0,1.20250131194378,0.225284145543461,0.3049977238996,-0.808481177614397,27.208,0.451175508243283,0.446282377276411,0.029,0,14.2228,20.5796,20.6894,-0.959276420657377,1.28425143298599,85,0,0,70
"1506",2008-02-14,0,0,0,0,0,0,0,0,0,1.20250131194378,0.225284145543461,0.3049977238996,-0.808481177614397,22.212,0.436975614446651,0.518915418633062,-0.079,0,14.2228,20.5796,20.6894,-0.959276420657377,1.28425143298599,85,0,0,70
"1507",2008-02-15,0,0,0,0,0,0,0,0,0,0.971066782811031,-0.389225242585627,-0.658193199765404,-0.672586262691682,17.007,0.303239249557022,0.341451790461765,-1.396,0,12.2506,13.925,20.4584,-0.959276420657377,-0.412135204958455,85,0,0,70
"1508",2008-02-16,0,0,0,0,0,0,0,0,0,0.971066782811031,-0.389225242585627,-0.658193199765404,-0.672586262691682,13.166,0.785555508835161,0.770809882686636,-0.269,0,12.2506,13.925,20.4584,-0.959276420657377,-0.412135204958455,85,0,0,70
"1509",2008-02-17,0,0,0,0,0,0,0,0,0,0.971066782811031,-0.389225242585627,-0.658193199765404,-0.672586262691682,10.922,0.683984987067248,0.295579167717256,-1.434,0,12.2506,13.925,20.4584,-0.681977400020552,-0.412135204958455,85,0,0,70
"1510",2008-02-18,0,0,0,0,0,0,0,0,0,0.971066782811031,-0.389225242585627,-0.658193199765404,-0.672586262691682,10.157,0.606829553123616,0.270209394979168,-1.038,0,12.2506,13.925,20.4584,-0.681977400020552,-0.412135204958455,85,0,0,70
"1511",2008-02-19,0,0,0,0,0,0,0,0,0,0.971066782811031,-0.389225242585627,-0.658193199765404,-0.672586262691682,10.001,0.576845927143009,0.250625131019374,-0.502,0,12.2506,13.925,20.4584,-0.681977400020552,-0.412135204958455,85,0,0,70
"1512",2008-02-20,0,0,0,0,0,0,0,0,0,0.768404284955191,0.139588670636818,1.45521116964464,-0.0501366688915089,10.322,0.70636915188273,0.312705078269223,1.3,6.872,13.38,20.905,20.9978,-0.681977400020552,-0.802550461654202,85,0,0,70
"1513",2008-02-21,0,0,0,0,0,0,0,0,0,0.768404284955191,0.139588670636818,1.45521116964464,-0.0501366688915089,17.641,0.156115509966561,0.374521279066207,5.329,4.466,13.38,20.905,20.9978,-0.681977400020552,-0.802550461654202,85,0,0,70
"1514",2008-02-22,0,0,0,0,0,0,0,0,0,0.768404284955191,0.139588670636818,1.45521116964464,-0.0501366688915089,24.2,0.709084992312258,1.2204880987208,6.317,0.17,13.38,20.905,20.9978,-0.681977400020552,-0.802550461654202,85,0,0,70
"1515",2008-02-23,0,0,0,0,0,0,0,0,0,0.768404284955191,0.139588670636818,1.45521116964464,-0.0501366688915089,24.54,0.711295248888257,0.905933823860876,8.361,0.289,13.38,20.905,20.9978,-0.0834758720363633,-0.802550461654202,85,0,0,70
"1516",2008-02-24,0,0,0,0,0,0,0,0,0,0.768404284955191,0.139588670636818,1.45521116964464,-0.0501366688915089,24.31,1.16078381729454,1.11220351513676,6.953,0,13.38,20.905,20.9978,-0.0834758720363633,-0.802550461654202,85,0,0,70
"1517",2008-02-25,0,0,0,0,0,0,0,0,0,1.22213399177808,0.584144902092428,1.34273732033034,0.0567093556231799,23.959,1.05044763160636,0.876999163694482,6.735,0,14.3984,17.4348,20.2404,-0.0834758720363633,0.00944256879741235,85,0,0,70
"1518",2008-02-26,0,0,0,0,0,0,0,0,0,1.22213399177808,0.584144902092428,1.34273732033034,0.0567093556231799,23.935,1.3220658752077,1.36449332562438,7.185,4.286,14.3984,17.4348,20.2404,-0.0834758720363633,0.00944256879741235,68,0,0,50
"1519",2008-02-27,0,0,0,0,0,0,0,0,0,1.22213399177808,0.584144902092428,1.34273732033034,0.0567093556231799,25.911,0.419052656412741,1.48936402024709,8.77,8.708,14.3984,17.4348,20.2404,-0.0834758720363633,0.00944256879741235,68,0,0,50
"1520",2008-02-28,0,0,0,0,0,0,0,0,0,1.22213399177808,0.584144902092428,1.34273732033034,0.0567093556231799,26.066,0.70243818844492,1.11737240872377,7.168,1.846,14.3984,17.4348,20.2404,-0.0834758720363633,0.00944256879741235,68,0,0,50
"1521",2008-02-29,0,0,0,0,0,0,0,0,0,1.22213399177808,0.584144902092428,1.34273732033034,0.0567093556231799,27.461,0.575916773903739,1.23032078518694,9.188,5.457,14.3984,17.4348,20.2404,-0.0834758720363633,0.00944256879741235,68,0,0,50
"1522",2008-03-01,0,0,0,0,0,0,0,0,0,-0.130664777861432,1.05911074832708,1.31161568438439,1.92141705895554,30.149,0.440355045613147,2.32756012301726,10.544,43.507,18.4638,21.6416,23.7034,-0.0834758720363633,-0.0412943178312331,68,0,0,50
"1523",2008-03-02,0,0,0,0,0,0,0,0,0,-0.130664777861432,1.05911074832708,1.31161568438439,1.92141705895554,29.886,0.791239258802342,2.38092759821958,10.815,3.045,18.4638,21.6416,23.7034,1.32865328480141,-0.0412943178312331,68,0,0,50
