"","Date","Mo and Lettenmeier","Ford and Labosier","Pendergrass et al.","Noguera et al.","Christian et al.","Osman et al.","Alencar et al.","et0_anomaly","eta_anomaly","temperature_anomaly","precipitation_anomaly","swc","et0","eta","temperature","precipitation","swc_p20","swc_p40","swc_p50","spei","sesr","eddi","an_slope_prec","an_slope_et0"
"1",2004-01-01,0,0,0,0,0,0,0,1.10502193332267,2.47956159116735,-1.0760836027931,-0.437157847619716,48.926,0.687998191566123,1.44157087229084,-3.456,0.538,29.57488,35.95328,39.5753,0,1.94079695922586,85,0,0
"2",2004-01-02,0,0,0,0,0,0,0,1.10502193332267,2.47956159116735,-1.0760836027931,-0.437157847619716,48.926,0.635565147973107,1.30453975664956,-4.717,0.829,29.57488,35.95328,39.5753,0,1.94079695922586,85,0,0
"3",2004-01-03,0,0,0,0,0,0,0,1.10502193332267,2.47956159116735,-1.0760836027931,-0.437157847619716,48.926,0.752069066405376,1.52478713250106,-5.857,0.368,29.57488,35.95328,39.5753,0,1.94079695922586,85,0,0
"4",2004-01-04,0,0,0,0,0,0,0,1.10502193332267,2.47956159116735,-1.0760836027931,-0.437157847619716,48.926,0.69666258681101,1.43703644910745,-6.993,0.572,29.57488,35.95328,39.5753,0,1.94079695922586,85,0,0
"5",2004-01-05,0,0,0,0,0,0,0,1.10502193332267,2.47956159116735,-1.0760836027931,-0.437157847619716,48.926,0.542153865328408,1.30086287236282,-7.929,2.412,29.57488,35.95328,39.5753,0,1.94079695922586,85,0,0
"6",2004-01-06,0,0,0,0,0,0,0,0.777981692307543,1.98954269192066,-0.434323044207793,0.418530128147641,48.926,0.681572540281318,1.51959220616446,-9.815,6.658,26.8636,36.69356,42.3346,0,1.94079695922586,85,0,0
"7",2004-01-07,0,0,0,0,0,0,0,0.777981692307543,1.98954269192066,-0.434323044207793,0.418530128147641,48.926,0.733962723499733,1.44725908560146,0.765,6.031,26.8636,36.69356,42.3346,0,1.94079695922586,85,0,0
"8",2004-01-08,0,0,0,0,0,0,0,0.777981692307543,1.98954269192066,-0.434323044207793,0.418530128147641,48.926,0.734993977096167,1.30885289072992,-1.113,0.178,26.8636,36.69356,42.3346,0,1.94079695922586,85,0,0
"9",2004-01-09,0,0,0,0,0,0,0,0.777981692307543,1.98954269192066,-0.434323044207793,0.418530128147641,48.926,0.814798786436227,1.53214904554437,-0.579,2.051,26.8636,36.69356,42.3346,0,1.94079695922586,85,0,0
"10",2004-01-10,0,0,0,0,0,0,0,0.777981692307543,1.98954269192066,-0.434323044207793,0.418530128147641,48.926,0.673186965090337,1.44710561762767,0.654,3.569,26.8636,36.69356,42.3346,0,1.94079695922586,85,0,0
