"","Date","Mo and Lettenmeier","Ford and Labosier","Pendergrass et al.","Noguera et al.","Christian et al.","Osman et al.","et0_anomaly","eta_anomaly","temperature_anomaly","precipitation_anomaly","swc","et0","eta","temperature","precipitation","swc_p20","swc_p40","swc_p50","spei","sesr","eddi"
"1",1996-01-01,0,0,0,0,0,0,-0.0980542266100362,-1.06811447848669,-0.799764682984241,-1.21619976039803,36.7010584860686,0.175839798809238,0.0526187252418255,-3.20040550627762,0.187499242334393,34.2899811053989,35.077358258839,35.6634441400186,0,-0.913872369574965,55
"2",1996-01-02,0,0,0,0,0,0,-0.0980542266100362,-1.06811447848669,-0.799764682984241,-1.21619976039803,36.5588472354651,0.285115172153301,0.0956493629443756,-4.39623266105446,0.407976780610357,34.2899811053989,35.077358258839,35.6634441400186,0,-0.913872369574965,55
"3",1996-01-03,0,0,0,0,0,0,-0.0980542266100362,-1.06811447848669,-0.799764682984241,-1.21619976039803,36.4249867977504,0.275769457733646,0.113216493406466,-3.84707087018983,0.518008139082038,34.2899811053989,35.077358258839,35.6634441400186,0,-0.913872369574965,55
"4",1996-01-04,0,0,0,0,0,0,-0.0980542266100362,-1.06811447848669,-0.799764682984241,-1.21619976039803,36.3303030130946,0.354542290806782,0.166277904807462,-2.85072880338144,0.159809918383461,34.2899811053989,35.077358258839,35.6634441400186,0,-0.913872369574965,55
"5",1996-01-05,0,0,0,0,0,0,-0.0980542266100362,-1.06811447848669,-0.799764682984241,-1.21619976039803,36.1789986551233,0.413507788841244,0.159723694282983,-4.46950479057799,0.0138965146420302,34.2899811053989,35.077358258839,35.6634441400186,0,-0.913872369574965,55
"6",1996-01-06,0,0,0,0,0,0,-0.660088696335599,-0.786824277707069,-0.360793269129892,-0.42144002693921,36.1007484454611,0.328026837819671,0.122484700965026,-4.75854871601236,0.093957031833492,34.2821414120271,35.3275218120136,35.9005261990624,0,-0.761986056740789,55
"7",1996-01-07,0,0,0,0,0,0,-0.660088696335599,-0.786824277707069,-0.360793269129892,-0.42144002693921,36.071860818653,0.313482014971171,0.133534546032352,-2.52058892752924,0.382983795321313,34.2821414120271,35.3275218120136,35.9005261990624,0,-0.761986056740789,55
"8",1996-01-08,0,0,0,0,0,0,-0.660088696335599,-0.786824277707069,-0.360793269129892,-0.42144002693921,36.9957906328174,0.0927689154676943,0.149392540678733,-0.958112225659048,3.86613481981554,34.2821414120271,35.3275218120136,35.9005261990624,0,-0.761986056740789,9
"9",1996-01-09,0,0,0,0,0,0,-0.660088696335599,-0.786824277707069,-0.360793269129892,-0.42144002693921,36.7827933559239,0.163320583858104,0.228986317402921,0.3362296503303,0.0327708852752512,34.2821414120271,35.3275218120136,35.9005261990624,0,-0.761986056740789,9
"10",1996-01-10,0,0,0,0,0,0,-0.660088696335599,-0.786824277707069,-0.360793269129892,-0.42144002693921,36.3973569476984,0.218399146769113,0.146828214842528,0.331498921415772,0.0109927653138449,34.2821414120271,35.3275218120136,35.9005261990624,0,-0.761986056740789,9
